TNF,96
IL1B,95
IL6,95
CCL2,93
IFNG,93
IL10,93
TGFB1,93
NFKB1,90
TLR4,89
CCL5,85
TLR2,85
NOS3,80
CXCL10,79
NR3C1,79
STAT1,79
STAT3,79
BDNF,78
CRH,72
HTR2A,72
IL4,71
NOS2,71
SLC6A4,71
CCR5,70
MAPK1,68
NR3C2,68
ADRA2A,67
CXCR4,67
ACE,65
CD4,64
IL2,64
NGF,64
HLA-DRB1,63
MAPK14,60
TLR9,59
CAT,58
CD8A,58
ADRB2,57
HLA-DQB1,57
GPX1,56
SOD2,56
CD19,50
IL17A,49
IRF7,49
CTLA4,44
CD38,42
CD69,42
PDCD1,41
CXCL8,40
RELA,40
LAG3,39
LDHA,39
PPARGC1A,39
COX4I1,38
GZMB,38
HAVCR2,38
PRF1,38
HTR1A,37
MAPK3,37
SDHA,37
IRF3,36
AGT,35
TNFRSF1B,34
AVPR1A,33
GABRA1,33
SOD1,33
OAS1,32
SDHB,32
UQCRB,31
CYCS,30
TNFRSF1A,30
ATP5F1A,29
SLC6A3,29
EDN1,28
GDNF,28
IL23A,28
MMP9,28
NFKB2,28
NOS1,28
SLC6A2,28
CX3CR1,27
DRD2,26
LDHB,26
ANGPT2,25
AVPR1B,25
CS,25
GABRB1,25
GFAP,25
HLA-C,25
RNASEL,25
SIRT1,24
PPARGC1B,23
ATP2A2,22
IL1R1,22
IL6R,22
OAS2,22
S100B,22
SELE,22
TNFAIP3,22
GSR,21
ICAM1,21
MAPK8,21
MX1,21
NDUFS1,21
OAS3,21
VCAM1,21
COX5B,20
HMOX1,20
MTOR,20
POMC,20
PTGS2,20
ATP1A1,19
CHRM3,19
MMP2,19
ACTN3,18
APOE,18
AVP,18
GZMA,18
IL22,18
UQCRC1,18
COX5A,17
CRHR1,17
GAD1,17
IFNGR1,17
IL13,17
SLC25A4,17
ANGPT1,16
CCL11,16
CD40,16
CHRM1,16
CXCL9,16
GAD2,16
GRM5,16
IFNGR2,16
IL12A,16
IL2RA,16
IRF9,16
SDHC,16
ADRA1A,15
CCR7,15
CD86,15
CNR1,15
CRHR2,15
GABRG1,15
HK2,15
IL21,15
NDUFV1,15
NTF3,15
OXTR,15
SDHD,15
STAT4,15
ADRB1,14
CD80,14
CHRM2,14
COMT,14
GPX4,14
IL15,14
IL9,14
UQCRC2,14
CD28,13
DRD4,13
GRIN2B,13
HIF1A,13
IDO1,13
IL18,13
IRF5,13
NTF4,13
SIRT3,13
TEK,13
ACO2,12
ATP1B1,12
ATP5F1B,12
CCR2,12
CNR2,12
CXCR5,12
FOS,12
IL17F,12
IL33,12
JUN,12
KLRK1,12
NDUFB8,12
NRG1,12
OGDH,12
SLC17A5,12
TGFBR1,12
XCL1,12
AKT1,11
CASP1,11
CX3CL1,11
CYC1,11
GABRG2,11
GAPDH,11
IDH2,11
IL12B,11
IL5,11
ITGAM,11
NLRP3,11
SLC18A2,11
TFAM,11
TGFBR2,11
ACAT1,10
CCL3,10
GCLC,10
GLUL,10
GRIN2A,10
GRM1,10
IL2RB,10
ITGB2,10
LCK,10
MPO,10
MX2,10
NPY,10
PFKM,10
RELB,10
VWF,10
ADRA1B,9
ALDOA,9
CCL4,9
CREB1,9
FLT1,9
HTR1B,9
IL1R2,9
IL31,9
PDHB,9
PTGES,9
SLC1A2,9
SLC2A4,9
TLR3,9
ADRA2C,8
CCR3,8
CXCL12,8
DLAT,8
ENO1,8
FAS,8
FASLG,8
FH,8
FLT4,8
GRM2,8
HSD11B1,8
IDO2,8
MYD88,8
NDUFS2,8
NQO1,8
PPARG,8
SELL,8
SELP,8
SIRT5,8
SLC6A1,8
STAT5A,8
STAT6,8
TRAF6,8
TXN,8
UQCRFS1,8
XCL2,8
ALOX5,7
CASP3,7
CXCL11,7
EGF,7
HSD11B2,7
HTR1D,7
PIK3CA,7
RBCK1,7
SLC1A1,7
TIMP2,7
TPI1,7
TXNRD1,7
XCR1,7
BAX,6
BCL2,6
CCL22,6
CRP,6
DRD1,6
GABBR1,6
GABRB2,6
GSK3B,6
IL12RB1,6
IL4R,6
IL6ST,6
LEP,6
MDH2,6
NDUFAB1,6
NRF1,6
PECAM1,6
PIK3R1,6
RORC,6
SLC2A1,6
STAT2,6
VIP,6
ZAP70,6
ACTA2,5
ADORA2A,5
ADRA2B,5
CASP8,5
CASP9,5
CCL17,5
CD27,5
CHRM4,5
CPT1A,5
CSF2,5
CSF3,5
FOXO3,5
GCLM,5
GRIN1,5
HMGB1,5
HMGCR,5
HTR3A,5
IFNB1,5
IL12RB2,5
ITGAL,5
JAK1,5
JAK2,5
KDR,5
KIR2DL1,5
KIR3DL1,5
LTB4R,5
MAPK9,5
NCR1,5
NFE2L2,5
OPRM1,5
PKM,5
PPARA,5
S100A8,5
S100A9,5
SAA1,5
XBP1,5
ACAT2,4
ACTN2,4
ADORA1,4
ADORA2B,4
AK2,4
ARG1,4
ATP5F1C,4
ATP6V1A,4
BCL2L1,4
BDKRB2,4
CD14,4
CD244,4
CFTR,4
CLDN5,4
CREBBP,4
CXCL1,4
CYBA,4
EGR1,4
EIF2AK2,4
FASN,4
FGF2,4
GABBR2,4
GHRL,4
GRM3,4
GSS,4
HLA-A,4
HSP90AA1,4
HSPB6,4
ICOS,4
IGF1,4
IL15RA,4
ITGAX,4
LEPR,4
LIF,4
NAMPT,4
NDUFS3,4
OCLN,4
OPRD1,4
OSM,4
PDGFB,4
PER1,4
PGAM1,4
ROS1,4
SLAMF7,4
STAT5B,4
TJP1,4
TYK2,4
ACTB,3
ADAM17,3
ADIPOQ,3
AGER,3
AGTR1,3
ANKIB1,3
AOC1,3
ARF5,3
ARHGAP33,3
ATF6,3
BAD,3
BTLA,3
CALCR,3
CAMKK1,3
CASP10,3
CCL19,3
CCL20,3
CCR4,3
CD3G,3
CDC27,3
CFH,3
CFLAR,3
CHAT,3
CHRNA7,3
CLOCK,3
COL1A1,3
COL3A1,3
COX6A1,3
COX6C,3
CPT1B,3
CRY1,3
CXCL2,3
CYP1B1,3
CYP26B1,3
CYP2E1,3
CYP51A1,3
DPM1,3
DRD3,3
DVL2,3
EGFR,3
ENPP4,3
FGA,3
FGF1,3
FGFR1,3
FGG,3
FGR,3
FKBP4,3
FKBP5,3
FUCA2,3
GAL,3
GLS,3
GNB3,3
GRIK1,3
HECW1,3
HLA-B,3
HRH1,3
HRH2,3
HRH3,3
HRH4,3
HS3ST1,3
HSPB1,3
HTR7,3
ICA1,3
IGF1R,3
IL23R,3
IL7,3
IL7R,3
ISG15,3
KDM1A,3
KEAP1,3
KRIT1,3
LAP3,3
LASP1,3
M6PR,3
MAD1L1,3
MADCAM1,3
MC2R,3
MIF,3
MTMR7,3
MYH16,3
NCF1,3
NDUFAF7,3
NFYA,3
NIPAL3,3
NOD2,3
NR1D1,3
OXT,3
PDK4,3
PDYN,3
PENK,3
PER2,3
PLG,3
PLXND1,3
POLDIP2,3
PPARD,3
PPY,3
PRDX1,3
PRSS22,3
PTEN,3
PTGER2,3
PTPN22,3
PTPRC,3
RAD52,3
RBM5,3
RBM6,3
RECQL,3
RSAD2,3
SAA2,3
SARM1,3
SCYL3,3
SEMA3F,3
SLC17A6,3
SLC1A3,3
SLC22A16,3
SLC25A12,3
SLC25A13,3
SLC4A1,3
SLC7A2,3
SNX11,3
SST,3
ST7,3
STPG1,3
TACR1,3
TACR3,3
TFPI,3
TMEM176A,3
TNFRSF25,3
TNFSF13B,3
TREM2,3
UCN,3
UPF1,3
VIPR1,3
VPS50,3
WNT16,3
ZMYND10,3
ABCB1,2
ABCB5,2
ABCC1,2
ABCG2,2
ACHE,2
ACSM3,2
ACTN1,2
ACTN4,2
ADA,2
ADIPOR1,2
ADORA3,2
ADRB3,2
AIM2,2
ALB,2
ALS2,2
ARG2,2
ARNTL,2
ATP5F1D,2
ATP5PB,2
ATP6V0A1,2
ATP6V0A2,2
ATP6V1D,2
ATP6V1E1,2
ATP6V1F,2
BCHE,2
BIN1,2
BLVRB,2
C1orf112,2
CACNA1C,2
CAMK2B,2
CARTPT,2
CCK,2
CCL21,2
CCR6,2
CCR9,2
CD163,2
CD247,2
CD3D,2
CD3E,2
CD48,2
CHRM5,2
CLU,2
COL1A2,2
COL4A1,2
COX4I2,2
COX6B1,2
COX7A2,2
CRY2,2
CSNK2A1,2
CYP11B1,2
CYP17A1,2
CYP1A1,2
CYP2D6,2
DBNDD1,2
DHX33,2
DLD,2
DRD5,2
DUOX1,2
ESAM,2
FGB,2
FOXO1,2
GLRA1,2
GLRB,2
GNRHR,2
GRIA1,2
GRIA2,2
GRK5,2
HLA-DPB1,2
HLA-DRA,2
HOXA11,2
HP,2
HSP90AB1,2
HSPA1A,2
HSPA5,2
HTR3B,2
HTR3C,2
HTR4,2
HTR5A,2
HTR6,2
IFNA1,2
IL1RN,2
IRS1,2
ITGB1,2
ITGB3,2
JAK3,2
JAM2,2
LIG3,2
LTA,2
LTB,2
MAPK10,2
MAPT,2
MC4R,2
MCUB,2
MEOX1,2
MT1A,2
MT2A,2
MYH11,2
NCF2,2
NCR3,2
NDUFS7,2
NDUFV2,2
NFKBIA,2
NGFR,2
NLRP1,2
NOX4,2
NQO2,2
NT5E,2
OPRK1,2
P2RX7,2
PDGFRB,2
PGAM2,2
PICALM,2
POLR2J,2
PRDX2,2
PRDX3,2
PRDX5,2
PRKRA,2
PTGDS,2
PTGER4,2
PTGES2,2
PTGS1,2
PYGB,2
PYGL,2
PYGM,2
RAC2,2
REN,2
REXO5,2
RPAP3,2
SERPINE1,2
SIRT6,2
SKAP2,2
SLC16A1,2
SLC16A3,2
SLC17A7,2
SLC17A9,2
SLC1A5,2
SLC1A6,2
SLC1A7,2
SLC25A1,2
SLC25A15,2
SLC38A3,2
SLC6A9,2
SLC7A5,2
TDO2,2
TF,2
TGFB2,2
THSD7A,2
TIE1,2
TIMP3,2
TNFRSF10B,2
TNFRSF9,2
TNFSF10,2
UBE2L3,2
VEGFA,2
VEGFB,2
XDH,2
ABCB4,1
ABCC2,1
ABCD4,1
ABHD1,1
ABI1,1
AC002059.11,1
AC006547.15,1
AC008154.4,1
AC008984.2,1
AC009227.3,1
AC010096.1,1
AC011525.4,1
