CXCL10,94
CCL2,93
IFNG,93
IL1B,93
IL6,93
MMP9,93
STAT1,93
TGFB1,93
TNF,91
IL10,89
IL12B,89
IDO1,88
NOS2,87
NFKB1,85
TLR2,81
CRP,79
TLR4,79
STAT3,78
RELA,77
SAA1,76
CCL5,74
MMP2,73
MYD88,73
IRF1,72
ICAM1,71
VCAM1,70
APOE,63
MAPK14,62
FGB,60
SELE,58
CCR5,57
FGA,57
PTGS2,56
CXCR4,55
CD14,54
ARG1,49
VEGFA,49
PROC,48
CXCL9,47
FGG,47
TRAF6,46
FGF2,45
S100A8,44
S100A9,44
MAPK1,42
MAPK8,42
VWF,41
PDGFB,40
HIF1A,39
CTLA4,38
SLC2A1,38
THBD,38
PDCD1,37
TF,37
ANGPT2,36
HK2,36
LAG3,35
LDHA,35
PLAT,35
MTOR,34
SELL,33
CD86,31
IL17A,31
LYZ,31
TIMP2,31
CD4,30
CD80,30
MPO,30
PLAU,30
CD8A,29
HAVCR2,29
PKM,29
MMP1,28
TNFRSF1A,28
EGFR,27
FOS,27
IL22,27
JUN,27
SERPINE1,27
AKT1,26
IRF8,26
BDNF,25
NR3C1,25
PRF1,25
CD40,24
ESM1,24
FN1,24
HP,24
IL4,24
NR3C2,24
SOD2,24
TNFRSF1B,24
CCR7,23
COL1A1,23
CX3CR1,23
IL23A,23
PIK3CA,23
CAT,22
CD68,22
F5,22
MRC1,22
ALB,21
CASP1,21
ESR1,21
GZMB,21
NGF,21
PPARG,21
SELPLG,21
ACE,20
CD163,20
GFAP,20
HLA-DRB1,20
IL13,20
IL18,20
IL1R1,20
AGT,19
F10,19
F3,19
GATA3,19
IL5,19
IL6R,19
ITGAM,19
PTX3,19
TBX21,19
IL2RA,18
ITGB2,18
LBP,18
NLRP3,18
ORM1,18
PGR,18
CD36,17
CXCL8,17
GCLC,17
PCK1,17
RXRA,17
CASP3,16
HLA-DRA,16
LTF,16
NOS3,16
PTEN,16
S100B,16
ALOX5,15
ELANE,15
FASN,15
GPX1,15
IFNGR1,15
PYCARD,15
RORC,15
SREBF1,15
VDR,15
AIM2,14
F13A1,14
FBP1,14
GCLM,14
IL33,14
SOCS3,14
CCL19,13
FLT1,13
FOXO3,13
GSR,13
HMOX1,13
IL1A,13
IRF5,13
MMP8,13
SELP,13
SERPINA1,13
SLC11A1,13
TFPI,13
CCL21,12
CX3CL1,12
ENG,12
IRF3,12
KDR,12
LTB4R,12
LY96,12
NQO1,12
VIM,12
BCL2,11
CASP8,11
CASP9,11
CTSD,11
CTSS,11
CXCL11,11
DEFB1,11
ENO1,11
IL23R,11
IRF7,11
IRGM,11
JAK2,11
PECAM1,11
PRTN3,11
SLC2A4,11
TBXAS1,11
ACACA,10
ACO2,10
ACTA2,10
BAX,10
COL3A1,10
CXCR5,10
EPO,10
FAS,10
IL12RB1,10
IL21,10
ITGB1,10
JAK1,10
LDLR,10
MMP13,10
MMP7,10
PPARGC1A,10
TEK,10
TGFBR1,10
APOC3,9
CD28,9
CEACAM1,9
CTSB,9
DEFA1,9
GDNF,9
HLA-DQB1,9
ICOS,9
INS,9
IRAK4,9
OGDH,9
PCK2,9
PFKFB3,9
RELB,9
ATG5,8
BTLA,8
CCL3,8
CFH,8
CXCR2,8
EPOR,8
FASLG,8
FH,8
GZMA,8
HMGCR,8
IDH1,8
IDH2,8
IGF1,8
IGF1R,8
IL2,8
IL9,8
LTB,8
MAPK3,8
MAPK9,8
MDH2,8
MDM2,8
NFKB2,8
NTF3,8
ORM2,8
PIK3R1,8
PTGER2,8
RPS6KB1,8
SDHA,8
TPI1,8
TYK2,8
ATG7,7
CAMP,7
CCL17,7
CCR2,7
CD38,7
COL1A2,7
CPT1A,7
CS,7
CTSG,7
CTSL,7
F11,7
F12,7
HLA-DQA1,7
IFNGR2,7
IL4R,7
INSR,7
MMP12,7
MSR1,7
NCF1,7
NTF4,7
PDHB,7
SAA2,7
TGFBR2,7
ALOX15,6
APP,6
BCL2L1,6
C3,6
C5,6
CCL22,6
CCL4,6
CCR4,6
CDKN1A,6
CXCL13,6
EIF2AK4,6
ERBB2,6
FTH1,6
FTL,6
HAMP,6
HLA-DPB1,6
IL10RA,6
IL17F,6
IL1R2,6
IL1RN,6
INHBA,6
IRS1,6
ITGA5,6
ITGAL,6
ITGAX,6
ITGB3,6
LEP,6
LTA,6
PLG,6
SDHB,6
SDHC,6
SDHD,6
SERPINC1,6
SIRT1,6
STAT6,6
THBS1,6
TNFRSF10B,6
ADIPOQ,5
APOA1,5
ARG2,5
AZU1,5
BAD,5
BAK1,5
CASP10,5
CD19,5
CFB,5
CHI3L1,5
CXCR1,5
EDN1,5
ESR2,5
F2,5
F7,5
FCGR1A,5
FGFR1,5
FGR,5
GSK3B,5
GSTM1,5
GSTP1,5
HLA-DPA1,5
IKBKB,5
IL12RB2,5
IL15,5
IL2RB,5
IL6ST,5
INHBB,5
LTB4R2,5
LTBR,5
NOD2,5
PC,5
PPARA,5
PPARD,5
PRDX1,5
PROS1,5
PTGES,5
RIPK1,5
RIPK2,5
SOCS1,5
SOD1,5
SQSTM1,5
STAT4,5
STING1,5
TXN,5
TXNRD1,5
ABCA1,4
ABCB4,4
ABCB5,4
ACACB,4
ACSM3,4
AGTR1,4
AK2,4
AKT2,4
ALS2,4
ANKIB1,4
AOC1,4
APCS,4
APOB,4
ARF5,4
ARHGAP33,4
ATF4,4
C1orf112,4
CALCR,4
CAMKK1,4
CCR3,4
CDC27,4
CDH5,4
CFI,4
CFLAR,4
CFTR,4
CHUK,4
CIAPIN1,4
COPZ2,4
CREBBP,4
CROT,4
CXCR6,4
CYBA,4
CYP26B1,4
CYP51A1,4
DBNDD1,4
DDIT3,4
DHX33,4
DPM1,4
DVL2,4
EIF4EBP1,4
ENPP4,4
FAM214B,4
FBXL3,4
FCGR2B,4
FCGR3A,4
FKBP4,4
FOXO1,4
FUCA2,4
GAPDH,4
GCFC2,4
GSTA1,4
HECW1,4
HMGB1,4
HOXA11,4
HRG,4
HS3ST1,4
HSD11B1,4
HSPB6,4
IBTK,4
ICA1,4
ICOSLG,4
IDO2,4
IGF2,4
IL12A,4
KDM1A,4
KMT2E,4
KRIT1,4
LAP3,4
LASP1,4
LCN2,4
LIG3,4
M6PR,4
MAD1L1,4
MAPK10,4
MAPT,4
MCUB,4
MEOX1,4
MGST1,4
MMP14,4
MMP3,4
MTMR7,4
MUC5B,4
MYC,4
MYCBP2,4
MYH16,4
NDUFAB1,4
NDUFAF7,4
NFYA,4
NIPAL3,4
PDGFRB,4
PDK2,4
PDK4,4
PFKM,4
PLXND1,4
POLDIP2,4
POLR2J,4
PON1,4
PRDX2,4
PRDX6,4
PRKAR2B,4
PRSS22,4
PTGDR,4
PTPN22,4
RAD52,4
RBM5,4
RBM6,4
RECQL,4
REN,4
REXO5,4
RHBDD2,4
RPAP3,4
RPTOR,4
SARM1,4
SCYL3,4
SEMA3F,4
SKAP2,4
SLC22A16,4
SLC25A13,4
SLC4A1,4
SLC7A2,4
SNX11,4
SOX8,4
SPPL2B,4
SREBF2,4
ST7,4
STPG1,4
THSD7A,4
TMEM176A,4
TRAF2,4
TSPOAP1,4
UPF1,4
VPS50,4
WDR54,4
WNT16,4
ZMYND10,4
ZNF195,4
ABCG1,3
ACLY,3
ADRB1,3
ADRB2,3
ALDOA,3
APOA2,3
BACE1,3
C1QA,3
CCR6,3
CEACAM8,3
CEBPB,3
CPT1B,3
CSF1R,3
CSF2,3
CSF3,3
CXCL1,3
CXCL12,3
CYCS,3
CYP11B2,3
DEFA4,3
EGF,3
EIF2S1,3
ERBB3,3
FCGR2A,3
GBP1,3
GC,3
GLS,3
GOT1,3
GOT2,3
GSTO1,3
HGF,3
HSD11B2,3
HSPA1A,3
HSPB1,3
IL15RA,3
IL7R,3
IRS2,3
ITGA2B,3
LPL,3
MADCAM1,3
MBL2,3
MCL1,3
MMP15,3
MMP16,3
NCF2,3
PF4,3
PGAM1,3
PLA2G2A,3
PPARGC1B,3
PRDX3,3
PRDX5,3
PSEN1,3
PSEN2,3
RARA,3
RB1,3
REL,3
S100A12,3
SERPINA3,3
SLAMF1,3
SMAD3,3
STAT5A,3
STAT5B,3
TFRC,3
TGFB2,3
TGFB3,3
TIGIT,3
TLR1,3
TLR9,3
TP53,3
ULK1,3
XCR1,3
ABHD1,2
ACAT1,2
ACAT2,2
ACVR1,2
ACVR2A,2
ACVR2B,2
ADAM17,2
ADAMTS1,2
ADAMTS4,2
ADH1A,2
AGER,2
ALDH1A1,2
ANGPT1,2
AP1G1,2
APOL1,2
APOL3,2
AURKA,2
B2M,2
BDKRB2,2
BECN1,2
BLVRB,2
BMPR1A,2
BMPR1B,2
BMPR2,2
C1QC,2
C5AR1,2
CASP4,2
CCL11,2
CCL18,2
CCL20,2
CCL24,2
CCL27,2
CCND1,2
CCNE1,2
CCR1,2
CCR10,2
CCR9,2
CD27,2
CD3D,2
CD3E,2
CD3G,2
CDK2,2
CDK4,2
CETP,2
CP,2
CTSH,2
CTSK,2
CYP11B1,2
CYP1A2,2
CYP24A1,2
CYP2E1,2
CYP3A4,2
DEFA3,2
DEFB4A,2
DLAT,2
E2F1,2
EIF2A,2
EIF2AK3,2
ELN,2
ERBB4,2
ESAM,2
FGF1,2
FGFR2,2
FGFR3,2
FGFR4,2
FLT3,2
FLT4,2
GLUD1,2
GP1BA,2
GP9,2
GPT,2
GSS,2
HBA1,2
HBB,2
HSP90AA1,2
HTR2A,2
IGF2R,2
IGFBP3,2
IL21R,2
IL27,2
IL3,2
ITGA2,2
JAK3,2
JUND,2
KIT,2
LAMP1,2
LIF,2
LRRK2,2
MARCO,2
MGST2,2
MGST3,2
MKI67,2
MMP17,2
MMP19,2
MMP20,2
MMP21,2
MMP23B,2
MMP24,2
MMP25,2
MMP26,2
MMP27,2
MMP28,2
MUC5AC,2
MYH11,2
MYH7,2
NCF4,2
NFKBIA,2
NLRX1,2
OSM,2
PARK7,2
PCNA,2
PDGFRA,2
PINK1,2
PKLR,2
PPBP,2
PTGDS,2
PTGER4,2
PTGFR,2
PYGL,2
RARB,2
RARG,2
SAA4,2
