"GeneName","Padj"
"DDX11L1",7.77458110230067e-08
"WASH7P",0.000343538709646888
"MIR6859-1",0.00240723032916071
"MIR1302-2HG",0.00240723032916071
"MIR1302-2",0.00265009586502918
"FAM138A",0.00265009586502918
"OR4G4P",0.00265009586502918
"OR4G11P",0.00265009586502918
"OR4F5",0.00265009586502918
"RP11-34P13.7",0.00331099977124575
"RP11-34P13.8",0.00375129040057127
"CICP27",0.00410398180135121
"RP11-34P13.15",0.00410398180135121
"RP11-34P13.16",0.00410398180135121
"RP11-34P13.14",0.00410398180135121
"RP11-34P13.13",0.0046503795833467
"RNU6-1100P",0.00487840345712663
"RP11-34P13.9",0.00515492737011551
"DDX11L17",0.00515492737011551
"WASH9P",0.00550314678063525
"MIR6859-2",0.00550314678063525
"AP006222.1",0.00550314678063525
"AP006222.3",0.00550314678063525
"RP4-669L17.2",0.00550314678063525
"RP4-669L17.4",0.00550314678063525
"WBP1LP7",0.00550314678063525
"OR4F29",0.00550314678063525
"CICP7",0.00553393309850417
"RP4-669L17.8",0.00553393309850417
"U6",0.00553393309850417
"RP11-206L10.17",0.00558397423035051
"RP5-857K21.2",0.00579323685110922
"MTND1P23",0.00579323685110922
"MTND2P28",0.00580470764530004
"MTCO1P12",0.00612723634065362
"ENSG00000278791",0.00612723634065362
"MTCO2P12",0.00612723634065362
"MTATP8P1",0.00621484949944631
"MTATP6P1",0.00627238904959589
"MTCO3P12",0.00627238904959589
"WBP1LP6",0.0062742773633225
"OR4F16",0.0062742773633225
"CICP3",0.0062742773633225
"RP11-206L10.2",0.0062742773633225
"RNU6-1199P",0.00637691255561247
"RP11-206L10.4",0.00637691255561247
"LINC01409",0.00672564219271782
"RP11-206L10.18",0.00674741589663687
"RP11-206L10.8",0.00676769329913682
"FAM87B",0.00710393673132473
"LINC01128",0.00720375070402018
"LINC00115",0.00720375070402018
"RP11-206L10.19",0.00720375070402018
"FAM41C",0.00720375070402018
"TUBB8P11",0.00720375070402018
"FAM166AP3",0.00720375070402018
"RP11-54O7.16",0.00731751307534678
"RP11-54O7.1",0.00731751307534678
"RP11-54O7.2",0.00731751307534678
"LINC02593",0.00731751307534678
"SAMD11",0.00754739733339465
"NOC2L",0.00754739733339465
