TNF,97
CXCL10,95
IL1B,94
IL6,93
NLRP12,92
IFI44L,91
IL18,91
CXCL11,78
NLRP3,77
AIM2,74
TLR4,74
NLRP11,72
CCL4,69
IL12B,69
CASP1,68
CCL2,63
GSDMD,60
MYD88,59
STAT3,59
TRAF6,58
IL23A,56
MMP9,56
TLR2,56
IFNG,53
STAT1,53
IL10,51
IL17A,51
PYDC1,49
SOCS3,47
VEGFA,47
CCL5,44
IFI16,42
MMP12,41
IRF7,40
MMP1,40
IL22,39
JAK2,39
IRF3,38
CD80,36
CD86,36
IL1RN,36
RELA,36
CD14,35
NLRC4,35
NFKB1,34
RORC,34
CD40,33
CXCL9,32
IL27,32
IRAK4,32
MAPK14,32
NOD2,32
MAPK1,30
TBK1,30
IRF1,29
CASP8,28
MAPK3,27
CD274,26
CTLA4,26
IL17F,26
IL33,26
TGFB1,26
GBP1,25
IL21,25
MAPK8,25
NLRP6,25
PDCD1,25
PPARG,25
CARD8,24
CD36,24
IL12A,24
NLRP7,24
NOS2,24
SOCS1,24
STAT6,24
MAVS,23
NLRP1,23
SERPINE1,23
TRAF3,23
IL1A,22
NLRP10,22
TLR9,22
IL26,21
F3,20
GATA3,20
HP,20
IKBKB,20
IL4,20
PTGS2,20
ARG1,19
BCL2,19
CCL20,19
NFKBIA,19
PLAT,19
BAX,18
HIF1A,18
JAK1,18
RIPK3,18
CD28,17
CD68,17
CRP,17
NLRP9,17
S100A8,17
S100A9,17
ZBP1,17
CASP3,16
CCR5,16
IL1R1,16
IL1R2,16
PYCARD,16
TBX21,16
TFPI,16
THBD,16
TYK2,16
BATF2,15
CD163,15
CXCL8,15
IL15,15
IL23R,15
NLRP13,15
RIPK1,15
STING1,15
CD4,14
FCGR1B,14
ICAM1,14
IL18R1,14
IL36RN,14
IL37,14
MMP14,14
PDCD1LG2,14
TNFRSF1A,14
CASP4,13
CASP5,13
CD3E,13
FAS,13
FCGR1A,13
FGA,13
FOS,13
HAVCR2,13
IL1RAP,13
IL2,13
IL36G,13
JUN,13
LAG3,13
MCL1,13
NFKB2,13
TNFRSF1B,13
VCAM1,13
AKT1,12
CASP9,12
CD19,12
FASLG,12
FGB,12
FGG,12
MTOR,12
NLRP2,12
PECAM1,12
PIK3CA,12
PROC,12
PROS1,12
SELE,12
SERPINA1,12
CCL3,11
CCL8,11
CCR2,11
CD70,11
CXCL12,11
CXCL13,11
FOXO1,11
IL13,11
IL18RAP,11
IL5,11
MMP13,11
MMP25,11
MMP28,11
NLRP14,11
PLAU,11
PLG,11
TIRAP,11
TLR3,11
TLR5,11
TNFRSF4,11
APOA1,10
CCR7,10
CD27,10
CD69,10
CD8A,10
GZMB,10
ICOS,10
IL12RB1,10
IL36A,10
IL36B,10
IRF9,10
NR1H3,10
PRF1,10
SAA1,10
SELL,10
SERPINF2,10
TNFRSF18,10
TNFRSF9,10
APOB,9
APOE,9
CCL22,9
CD44,9
CD83,9
CSF2,9
FADD,9
GBP5,9
HMOX1,9
IL12RB2,9
IL17RA,9
IL7,9
IRF8,9
ITGAM,9
LDHA,9
RELB,9
SOD2,9
SREBF1,9
APOC3,8
BAD,8
BCL2L1,8
CCL19,8
CCR6,8
CD209,8
CD276,8
DDX41,8
F2,8
GCLC,8
IFNB1,8
IL17RC,8
IL18BP,8
IL19,8
IL32,8
IL6R,8
MMP2,8
NFKBIB,8
NLRC5,8
S100A12,8
SAA2,8
SERPINA3,8
TRAF5,8
ABCA1,7
ABCG1,7
BID,7
CCL17,7
CCL24,7
CCL7,7
CGAS,7
CLEC4E,7
CLEC7A,7
CYLD,7
EPAS1,7
FABP4,7
FOXO3,7
HK2,7
