IL6	92
TNF	89
CXCL10	87
IL1B	87
STAT1	84
CCL2	80
IL10	79
IFNG	77
IRF7	75
CCL5	72
CXCL9	72
CXCL8	68
ATP5F1A	67
SOD2	67
ISG15	65
OAS1	65
MX1	63
GPX1	60
STAT3	60
CAT	58
TLR4	58
COX4I1	55
IL18	55
NFKB1	53
IFIT1	52
NDUFS1	52
CPT1A	51
JAK1	51
IFIT3	49
IL12B	49
SDHB	49
OAS2	48
PPARGC1A	48
ATP5F1B	47
OAS3	47
TLR3	47
CXCL11	42
IL17A	42
UQCRC1	42
CD4	41
CD8A	41
IFI44L	41
LDHA	41
GZMB	39
SDHA	39
ACADM	38
PRF1	38
SOD1	38
HK2	37
PDK4	37
RELA	37
RSAD2	37
TLR9	37
IFI27	36
IFI44	36
CD3D	35
IL2	35
IFIT2	34
NKG7	34
CTLA4	33
HLA-DRB1	33
IL23A	33
IRF9	33
PRKAA1	33
STAT2	33
CCL4	32
CD19	32
HLA-DQA1	32
JAK2	32
NDUFS2	32
NR3C1	32
SOCS3	32
COX5A	31
CCR5	30
GNLY	30
TLR2	30
HSPA1A	29
NFE2L2	29
NFKBIA	29
PDCD1	29
TGFB1	29
ACADVL	28
ATP5MC1	27
DDX58	27
GCLC	27
HLA-DRA	27
MX2	27
PRDX1	27
SIRT1	27
UQCRC2	27
CD8B	26
CYCS	26
HIF1A	26
IL21	26
IL4	26
PKM	26
PPARA	26
BAX	25
IL15	25
KLRD1	25
LDHB	25
BCL2	24
CCR7	24
CD38	24
CPT2	24
IL2RB	24
IRF1	24
NRF1	24
PRKAA2	24
ABCE1	23
ADRB2	23
CCR4	23
CD3E	23
GOLGA4	23
LAG3	23
MAPK4	23
MTOR	23
OASL	23
SOCS1	23
ARRB1	22
CD28	22
CXCR4	22
IL12A	22
NDUFB8	22
OGG1	22
PFKM	22
PRDX3	22
PRG4	22
SLC2A4	22
CASP3	21
CCL3	21
CCL7	21
CD14	21
GSR	21
HLA-DQB1	21
HMOX1	21
HSP90AA1	21
PFKFB3	21
PPARG	21
NDUFS3	20
STAT5A	20
TYK2	20
ATP5MC3	19
CCL19	19
CD86	19
GPX3	19
NQO1	19
PDK1	19
TIGIT	19
TXN	19
COX5B	18
GCLM	18
GZMA	18
IL13	18
MYD88	18
NDUFA2	18
NDUFV1	18
SLC2A1	18
TFAM	18
VEGFA	18
AKT1	17
GAPDH	17
PDHB	17
CASP8	16
CD40	16
HAVCR2	16
HLA-A	16
HLA-B	16
HLA-C	16
IFIH1	16
IL1R1	16
UCP2	16
B2M	15
CFH	15
COX6C	15
IKBKB	15
LCK	15
MS4A1	15
NDUFS7	15
SIRT3	15
STAT5B	15
CRH	14
HK1	14
ICOS	14
IL2RA	14
IL7	14
NDUFA5	14
NOS2	14
SDHC	14
ZAP70	14
CD79A	13
CXCL13	13
HLA-DPA1	13
ICAM1	13
IFIT5	13
IFITM3	13
IL1A	13
IL27	13
IRF3	13
NDUFB3	13
NLRP3	13
CCL20	12
CD274	12
CD80	12
FCGR3A	12
HLA-DPB1	12
IL6R	12
IL7R	12
NDUFA4	12
P2RX7	12
SLC25A20	12
TNFRSF1A	12
TXNRD1	12
C3	11
CLOCK	11
COX7A2	11
ENO1	11
GBP1	11
GSTP1	11
IFITM1	11
IL1RN	11
MAPK1	11
MAPK14	11
NDUFA9	11
SDHD	11
STAT4	11
TRAF6	11
TXNIP	11
ATP5F1C	10
ATP5MC2	10
ATP5PO	10
C1QA	10
C4A	10
CCR2	10
CD69	10
FKBP5	10
HSPA1B	10
IFI6	10
IFNA1	10
ITGAM	10
PINK1	10
PPARD	10
SLC2A3	10
BDNF	9
BST2	9
C1QB	9
CASP1	9
CCL11	9
CD27	9
CD3G	9
COX6A1	9
DNAJB1	9
GATA3	9
HADHB	9
IFITM2	9
IFNB1	9
KLRK1	9
MAPK8	9
MFN2	9
NFKB2	9
PRDX2	9
PTGS2	9
SLC6A4	9
TBX21	9
VCAM1	9
ACADL	8
ALDOA	8
