IFNG	100
IL6	100
IL1B	99
TLR4	99
TNF	99
CCL2	98
IL10	98
IL12B	98
CXCL10	97
TLR2	97
STAT1	94
CCL5	91
IL18	90
IL17A	88
IL23A	84
IL12A	81
NFKB1	79
CXCL9	78
HIF1A	77
IRF1	76
VEGFA	76
CXCL8	73
JAK2	73
NOS2	73
CD14	72
MMP9	72
IL27	70
MYD88	68
RELA	66
TGFB1	66
CD4	65
CD8A	64
NLRP3	60
MMP2	59
ARG1	58
IL2	58
TLR9	57
MMP1	56
CTLA4	55
SOCS3	55
CCL3	54
CCR2	54
CCL4	53
CCR5	53
IFNGR1	52
IL1A	52
PDCD1	51
LDHA	49
STAT3	49
CXCL11	48
STAT4	48
IDO1	47
IFNGR2	47
SOCS1	47
CD163	46
NOD2	46
SLC2A1	46
TNFRSF1A	45
CCL19	44
PKM	44
TBX21	44
CASP1	43
HK2	43
IL4	43
CD274	41
CD68	41
IL15	41
FCGR1A	39
LAG3	39
JAK1	38
RORC	38
CXCL13	37
IL1R1	37
GATA3	36
HLA-DRB1	36
CD3E	35
CD80	35
GZMB	35
PDK1	35
PRF1	35
GBP5	34
TNFRSF1B	33
AIM2	32
CD86	32
ENO1	32
IRAK4	32
IL12RB1	31
TIMP2	31
CXCR4	30
ICAM1	30
VCAM1	30
VEGFB	30
CD40	29
FGA	29
FGB	29
FGG	29
IL17F	29
IL6R	29
NCF1	29
FLT1	28
IRF7	28
MARCO	28
MSR1	28
PFKM	28
CD36	27
IL13	27
IL1RN	27
SERPINE1	27
CCL7	26
CCR7	26
FASLG	26
GBP1	26
IL2RA	26
KDR	26
NCF2	26
PYCARD	26
CD28	25
CLEC7A	25
F3	25
IL10RA	25
IL22	25
VEGFC	25
HLA-DRA	24
IRGM	24
OAS1	24
IFIT1	23
IFIT3	23
MX1	23
SLC11A1	23
ATG5	22
CCL8	22
GBP2	22
IL12RB2	22
IL23R	22
MMP3	22
MRC1	22
SELE	22
ATG7	21
CD8B	21
GAPDH	21
IL21	21
ISG15	21
TRAF6	21
ANGPT1	20
MMP12	20
PDCD1LG2	20
S100A8	20
S100A9	20
VWF	20
ANGPT2	19
CSF2	19
CX3CR1	19
FN1	19
HAVCR2	19
HLA-DQB1	19
IRF8	19
MAPK14	19
OAS2	19
TAP1	19
THBD	19
BATF2	18
BECN1	18
FGF2	18
JUN	18
TLR1	18
CARD9	17
CASP3	17
FOS	17
HLA-DRB5	17
IRF3	17
NFKB2	17
PFKL	17
SELP	17
TLR6	17
CAMP	16
CD209	16
COL1A1	16
CXCL1	16
CXCL2	16
F2	16
IFIT2	16
PLAT	16
PROC	16
TEK	16
TGFB2	16
TYK2	16
BCL2	15
IL5	15
MAP1LC3B	15
PDGFB	15
PPARG	15
SOCS2	15
SQSTM1	15
STAT5A	15
TIGIT	15
VDR	15
ICOS	14
IDH1	14
IRF9	14
MX2	14
PECAM1	14
TAP2	14
TGFBR1	14
CASP8	13
CXCL12	13
FCGR3A	13
FLT4	13
ITGAM	13
MAPK1	13
MAPK3	13
NCF4	13
OAS3	13
PLAU	13
PTPRC	13
SOCS4	13
SOCS5	13
APOE	12
ATG16L1	12
EPAS1	12
FCGR1B	12
IFI44	12
IFNAR1	12
LDLR	12
MTOR	12
SLC2A3	12
SPP1	12
AKT1	11
BAX	11
CCL20	11
CD3G	11
DEFB4A	11
HLA-DQA1	11
IDH2	11
IFI44L	11
IL10RB	11
MAPK8	11
MPO	11
PROS1	11
SOCS7	11
ALDOA	10
CCL21	10
CD27	10
CD3D	10
CISH	10
DDX58	10
FCGR2A	10
GBP4	10
ISG20	10
LCN2	10
LTA4H	10
PDK4	10
PGAM1	10
PLIN2	10
SOCS6	10
STAT5B	10
B2M	9
BNIP3L	9
COL3A1	9
CRP	9
CYP27B1	9
FAS	9
FASN	9
GPI	9
HMOX1	9
IFI27	9
IFIH1	9
IFITM1	9
IFITM3	9
IL24	9
PTGS2	9
RELB	9
SERPINC1	9
SOD2	9
STAT2	9
TIRAP	9
ANKRD22	8
ARG2	8
C1QB	8
C3	8
CCR1	8
CD19	8
CD1D	8
CD38	8
GZMA	8
IL18R1	8
LAMP1	8
LDHB	8
MR1	8
NFATC1	8
NPPB	8
PFKFB3	8
PFKP	8
RAB7A	8
REL	8
SERPING1	8
VHL	8
ABCA1	7
ACSL1	7
CAT	7
CCL1	7
CDH5	7
CPT1A	7
CXCR2	7
DYSF	7
F5	7
FABP4	7
GSDMD	7
HK1	7
IFNAR2	7
IFNB1	7
IL27RA	7
ITGAX	7
ITGB2	7
KLF6	7
LASP1	7
MBL2	7
NPPA	7
PCBP1	7
S100A12	7
SAA1	7
STAT6	7
ACACA	6
ALOX5	6
C1QA	6
CLEC4E	6
CPT2	6
CSF1	6
CSF3	6
CXCR1	6
CYP24A1	6
DEFB1	6
DHX29	6
F7	6
GFAP	6
GNLY	6
GPX1	6
IFI6	6
IL17RA	6
IL6ST	6
IRF4	6
MAP3K7	6
NEMF	6
NFKBIA	6
PIK3CA	6
PPARA	6
RSAD2	6
SMAD3	6
SP110	6
TGFBR2	6
C1QC	5
CD69	5
CSF1R	5
CX3CL1	5
CYBA	5
HMGB1	5
HP	5
IFI35	5
IFNA1	5
IKBKB	5
IL1R2	5
IL36A	5
IL7R	5
JAK3	5
LIPA	5
LTF	5
MMP13	5
MMP7	5
MMP8	5
OASL	5
PLG	5
PSMB9	5
PTGDR2	5
RIPK1	5
SCARF1	5
SLC2A4	5
SLC7A2	5
SREBF1	5
THBS1	5
TNFAIP3	5
ABCG1	4
AIF1	4
APOA1	4
C5	4
CCL22	4
CEBPB	4
CIITA	4
CXCR5	4
EDN1	4
EGR1	4
EOMES	4
GZMK	4
IL2RB	4
IRAK3	4
LRRK2	4
LY96	4
NFE2L2	4
NPC1	4
NQO1	4
ORM1	4
PDK2	4
PLAUR	4
S100B	4
SAA2	4
SDHB	4
SELL	4
SOS1	4
TFPI	4
TPI1	4
ACTA2	3
ACTC1	3
ARNT	3
BCL6	3
C2	3
CASP4	3
CCL11	3
CD1A	3
CD1C	3
CDH1	3
CEACAM1	3
CFH	3
CHUK	3
CLDN5	3
CR1	3
CS	3
CXCL5	3
DDX60	3
DUSP3	3
ELANE	3
EPSTI1	3
F10	3
F2R	3
GCLC	3
GZMH	3
HLA-DPB1	3
HMGCR	3
IFI16	3
IL18BP	3
IL33	3
IL7	3
IL9	3
ITGB3	3
KEAP1	3
KLF2	3
LAMA1	3
LBP	3
LPL	3
MDH2	3
MYH7	3
NFATC2	3
NLRC4	3
OCLN	3
P2RX7	3
P2RY12	3
PDGFA	3
PDGFRB	3
PRKAA1	3
PSAP	3
PSMB8	3
RAB5A	3
SCARB1	3
SLC16A3	3
SPI1	3
TIMP3	3
TJP1	3
TNFSF10	3
ULK1	3
VIM	3
ACLY	2
ACO2	2
ADAMTS1	2
ADIPOQ	2
AKT2	2
AQP4	2
ATF3	2
BCL2L1	2
BST2	2
C4A	2
CCR4	2
CCR6	2
CD1B	2
CD44	2
CD46	2
CD55	2
CD74	2
CD79A	2
CD83	2
COL1A2	2
COL4A1	2
EBI3	2
EGF	2
EGLN1	2
EIF2AK2	2
ENO2	2
ETV7	2
FH	2
FOXO3	2
FTH1	2
FTL	2
GCLM	2
GSR	2
HAMP	2
HLA-A	2
HLA-B	2
IFITM2	2
IL18RAP	2
IL1RL1	2
IL32	2
IL37	2
IL4R	2
IRF5	2
ITGA2B	2
ITGB1	2
ITK	2
KLRG1	2
LCK	2
LEP	2
LIF	2
LILRA6	2
LILRB4	2
LTA	2
LTBR	2
MAP2K1	2
MBP	2
ME1	2
MMP10	2
MMP14	2
MS4A1	2
MYC	2
NOD1	2
NOS3	2
NPC2	2
NR1H3	2
NRP1	2
OLR1	2
PCK1	2
PCK2	2
PRDX1	2
RUNX3	2
SCD	2
SDHA	2
SIGLEC1	2
SP1	2
SREBF2	2
TAB1	2
TAB2	2
TBK1	2
TDO2	2
TIMP4	2
TLR10	2
TNFRSF9	2
TNNI3	2
TNNT2	2
TREM2	2
UBE2L6	2
VAMP5	2
ZAP70	2
A2M	1
A2ML1	1
ACACB	1
ACADM	1
ACAT1	1
ACAT2	1
ACE	1
ACO1	1
ADAM17	1
AGT	1
ALCAM	1
ALDH2	1
ALDOB	1
