TNF	93
IFNG	92
IL10	92
IL6	92
IL1B	87
TLR4	82
SOD2	77
STAT1	75
GPX1	73
NFKB1	73
STAT3	72
CAT	71
IL17A	71
CD4	69
CD8A	67
CXCL10	67
CCL2	66
TGFB1	61
SOD1	59
COX4I1	58
CD19	56
IRF3	52
IRF7	52
UQCRC1	50
ATP5F1A	49
HLA-DRB1	48
CCL5	44
MAPK1	44
PPARGC1A	44
SDHA	44
GSR	43
HMOX1	43
CTLA4	42
IL4	42
JAK1	42
TLR3	42
APP	39
CD74	39
COX5A	39
GCLC	39
COMT	38
JAK2	38
ATP5F1B	37
BDNF	37
ESRRA	37
HTR2A	37
NDUFS1	37
PRDX1	36
SIRT1	35
IL13	34
IL18	34
KEAP1	34
NLRP3	34
SDHB	34
TRPM3	34
IL2	33
NR3C1	32
PDK1	32
PDK4	32
CD14	31
COX5B	31
DRD2	31
MAPK8	31
UQCRC2	31
GZMB	30
IDO1	30
IFNB1	30
MYD88	30
PRF1	30
TLR9	30
CD38	29
CD40	29
CRHR1	29
GPX4	29
MTOR	29
BCL2	28
NFE2L2	28
POMC	28
SLC6A4	28
FKBP5	27
NFKBIA	27
TXN	27
ADRB2	26
ATP5F1C	26
CASP1	26
CRH	26
HIF1A	26
IFNA1	26
MAPK3	26
NQO1	26
TNFRSF1A	26
TXNRD1	26
CYCS	25
HLA-A	25
TFAM	25
TPH2	25
CASP3	24
CXCL8	24
NGF	24
OAS1	24
AKT1	23
NOS2	23
NRF1	23
RELA	23
SIRT3	23
ATP5F1D	22
HLA-B	22
IL12A	22
KLRK1	22
MX1	22
CD28	21
COX6A1	21
HTR1A	21
MAPK14	21
NDUFS3	21
PPARA	21
TNFAIP3	21
VEGFA	21
BAX	20
CCL4	20
CPT1A	20
IL12B	20
NDUFS2	20
ATP5F1E	19
GZMA	19
HSP90AA1	19
TP53	19
CD27	18
CFH	18
GCLM	18
IDO2	18
IL2RA	18
PRDX3	18
CD80	17
DPM1	17
FASLG	17
IDH2	17
ISG15	17
KLRD1	17
NOS3	17
CD86	16
CXCR4	16
CYP2D6	16
DDX58	16
FGR	16
IL15	16
IL23A	16
IL6R	16
MTHFR	16
