IFNG	98
IL1B	98
IL6	97
IL10	96
CCL2	95
TNF	95
CXCL8	93
ICAM1	92
SELE	92
TLR4	92
VCAM1	90
CXCL10	88
CCL5	87
TLR2	84
IRF7	82
STAT1	82
PECAM1	81
NFKB1	80
MMP9	78
IRF3	75
MMP2	75
STAT3	75
THBD	74
CRP	72
RELA	71
SAA1	71
F3	69
VWF	68
MYD88	66
IL18	65
ESM1	62
CXCL9	61
PROC	61
PLAU	60
SERPINE1	58
CD40	57
FGB	54
ITGAM	54
TIMP2	54
PTGS2	53
SELL	51
TNFRSF1A	51
CD86	50
IL23A	50
ITGB2	50
MAPK1	50
MAPK14	50
NOS3	50
CD80	49
PLAT	49
FGA	48
NOS2	48
PTX3	48
TLR9	48
VEGFA	48
TRAF6	47
IL12A	45
IL12B	45
IL6R	45
NLRP3	45
CD14	42
IL17A	42
F5	41
IL1R1	41
MAPK8	41
NFKB2	41
RELB	39
TNFRSF1B	38
CASP1	37
CTLA4	36
IFNGR1	36
CD28	35
PDCD1	35
CX3CL1	34
SELP	34
ITGA2B	33
ITGB3	33
MAPK9	33
CD4	32
ICOS	32
IFIH1	32
AIM2	31
CD8A	30
HLA-DRA	30
HLA-DRB1	30
IFNB1	30
IFNA1	29
AKT1	28
IRF9	28
PIK3CA	27
CD19	26
TEK	26
TGFB1	26
DDX58	25
JAK1	25
LBP	25
PROS1	25
ADAM17	24
IFNGR2	24
JAK2	24
FLT1	23
MAPK3	23
PIK3R1	23
PYCARD	23
S100A8	23
S100A9	23
CXCR4	22
FGG	22
PLG	22
FOS	21
JUN	21
MX1	21
OAS1	21
TYK2	21
CCR5	20
CXCL11	20
LY96	20
IL4	19
TBXAS1	19
ADAMTS13	18
ANGPT2	18
CSF2	18
ENG	18
MAPK10	18
MPO	18
SAA2	18
STAT2	18
STAT4	18
CXCL13	17
EDN1	17
F7	17
IL6ST	17
NOD2	17
PTEN	17
STAT6	17
AKT2	16
C3	16
C5	16
FCGR2A	16
HLA-DQA1	16
HLA-DQB1	16
IL1RN	16
IL2	16
ITGAX	16
MTOR	16
PDGFB	16
TNNT2	16
CCL3	15
CHUK	15
CSF3	15
CX3CR1	15
FGF2	15
HAVCR2	15
IKBKB	15
KDR	15
LAG3	15
MMP1	15
MYH7	15
APOE	14
FLT4	14
HLA-DPA1	14
HLA-DPB1	14
IL17F	14
LTB	14
TBXA2R	14
CDH5	13
CFB	13
F10	13
FOXO3	13
GZMA	13
IL18R1	13
IRAK4	13
IRF1	13
LTA	13
MAP2K1	13
MAP2K4	13
ORM1	13
PRF1	13
STAT5A	13
BTLA	12
C5AR1	12
CASP8	12
CD3E	12
F13A1	12
FCGR3A	12
GZMB	12
HP	12
IL10RA	12
IL5	12
MYH6	12
PTGIR	12
STAT5B	12
AGT	11
CFH	11
IGHM	11
IL1R2	11
IL21	11
OAS2	11
TNFSF13B	11
ACE	10
