FGR	49
CFH	47
DPM1	47
C1orf112	46
SCYL3	46
GCLC	45
FUCA2	44
CD38	40
CFTR	40
NFYA	39
NIPAL3	39
STPG1	39
BAD	38
ENPP4	38
NDUFAF7	38
KRIT1	37
LAP3	37
RAD52	37
CYP51A1	36
ANKIB1	35
CASP10	35
CFLAR	35
MYH16	35
RBM5	35
SEMA3F	35
TMEM176A	35
ALS2	34
AOC1	34
ARF5	34
CREBBP	34
CYP26B1	34
DBNDD1	34
HECW1	34
HS3ST1	34
ICA1	34
LASP1	34
M6PR	34
MAD1L1	34
MTMR7	34
SARM1	34
SLC7A2	34
SNX11	34
TFPI	34
WNT16	34
AK2	32
KDM1A	32
PLXND1	32
POLDIP2	32
FKBP4	31
PDK4	31
RBM6	31
VPS50	31
ARHGAP33	30
CAMKK1	30
HSPB6	30
NDUFAB1	30
RECQL	30
ZMYND10	30
SLC22A16	29
CDC27	28
SLC25A13	28
ABCB5	27
LIG3	27
MCUB	27
MYCBP2	27
POLR2J	27
RPAP3	27
ST7	27
STAT1	27
ABCB4	26
ANKDD1B	26
CALCR	26
CPLX2	26
CYP2D6	26
DHX33	26
DVL2	26
HOXA11	26
MEOX1	26
MPO	26
PRKAR2B	26
PRSS22	26
SKAP2	26
SLC4A1	26
SPPL2B	26
THSD7A	26
UPF1	26
ACSM3	25
ADAMTS19	25
CIAPIN1	25
CROT	25
GPBAR1	25
LHB	25
PRRT4	25
PRSS56	25
REXO5	25
TSPOAP1	25
VARS2	25
COPZ2	24
FAM214B	24
FBXL3	24
GCFC2	24
IBTK	24
ITGAL	24
KMT2E	24
PDK2	24
PON1	24
RHBDD2	24
SOX8	24
TGFB1	24
WDR54	24
ZNF195	24
GRIK2	23
HLA-C	23
IL1B	23
NPAS2	23
IL6	22
TNF	22
CTLA4	21
IFNG	20
NFKB1	20
STAT3	20
CD8A	19
COMT	19
HLA-DQA1	19
SLC25A15	19
NR3C1	18
IRF7	17
TP53	17
CCL2	16
IRF1	16
NOS3	16
HLA-DRB1	15
TPH2	15
ACE	14
CD4	14
ATP9A	13
CD3D	13
CLOCK	13
EBF3	13
IDO1	13
IGHV3-30	13
IL10	13
PDCD1	13
SLC6A11	13
SOCS3	13
STAT4	13
SULF2	13
TYK2	13
USP6NL	13
AKAP1	12
CCL5	12
CDON	12
GPC5	12
GZMB	12
INSR	12
KCNB1	12
PHACTR2	12
S100PBP	12
SLC15A4	12
SMPD1	12
TMEM232	12
APP	11
BDNF	11
HLA-A	11
HLA-DQB1	11
IFIH1	11
JUN	11
LAG3	11
PRF1	11
SOCS1	11
TNFAIP3	11
TPPP	11
AKT1	10
CD28	10
CD3E	10
