C1orf112	58
CFH	58
DPM1	58
FGR	58
SCYL3	58
FUCA2	57
GCLC	57
NFYA	57
NIPAL3	57
ABCB5	56
STPG1	56
AOC1	55
SLC4A1	55
ABCB4	54
ACSM3	54
AK2	54
ALS2	54
ANKIB1	54
ARF5	54
ARHGAP33	54
BAD	54
CALCR	54
CAMKK1	54
CASP10	54
CD38	54
CDC27	54
CFLAR	54
CFTR	54
CIAPIN1	54
CYP26B1	54
CYP51A1	54
DBNDD1	54
DHX33	54
DVL2	54
ENPP4	54
FKBP4	54
HECW1	54
HOXA11	54
HS3ST1	54
HSPB6	54
ICA1	54
KDM1A	54
KRIT1	54
LAP3	54
LASP1	54
LIG3	54
M6PR	54
MAD1L1	54
MCUB	54
MEOX1	54
MTMR7	54
MYH16	54
NDUFAB1	54
NDUFAF7	54
PDK4	54
PLXND1	54
POLDIP2	54
POLR2J	54
PRSS22	54
RAD52	54
RBM5	54
RBM6	54
RECQL	54
REXO5	54
RPAP3	54
SARM1	54
SEMA3F	54
SKAP2	54
SLC22A16	54
SLC25A13	54
SLC7A2	54
SNX11	54
SPPL2B	54
ST7	54
TFPI	54
THSD7A	54
TMEM176A	54
UPF1	54
VPS50	54
WNT16	54
ZMYND10	54
FBXL3	53
KMT2E	53
COPZ2	52
CREBBP	52
CROT	52
FAM214B	52
GCFC2	52
IBTK	52
ITGAL	52
MPO	52
MYCBP2	52
PDK2	52
PON1	52
PRKAR2B	52
RHBDD2	52
SOX8	52
TSPOAP1	52
WDR54	52
ZNF195	52
TCL6	26
MIR4538	23
NPM1P20	23
RP11-119F7.6	23
RP11-301G23.1	23
FOXD4L4	20
Y_RNA	19
FAM216A	18
IFNL3P1	18
RP11-218M11.7	18
RP11-466H18.1	18
ACAD9	13
AGPAT5	13
BCL2L1	13
CD34	13
COBLL1	13
CWH43	13
DHRS7C	13
DIRAS2	13
EFNB2	13
FAM174B	13
FTH1	13
KRTAP4-4	13
LAMC1	13
NRP1	13
POP5	13
S100B	13
SPRING1	13
SPX	13
STAU2	13
SUPT5H	13
TMEM237	13
TXNDC17	13
USP29	13
VKORC1	13
VPS37B	13
VPS37C	13
ZNF266	13
AC000077.2	12
AC006486.14	12
AC010525.4	12
AC068286.1	12
AC079163.1	12
ATAD3C	12
CR769776.3	12
CTB-3M24.1	12
CTC-444N24.11	12
EEF1DP6	12
FMO7P	12
FRRS1L	12
GS1-166A23.2	12
LA16c-3G11.7	12
LINC00857	12
LINC01069	12
LINC01564	12
LINC02259	12
MED28P5	12
MIR195	12
MIR3975	12
MIR4303	12
MIR4446	12
MIR887	12
NKIRAS1	12
OR7E136P	12
PPIAP40	12
RN7SKP46	12
RN7SL353P	12
RN7SL752P	12
RNA5SP177	12
RNA5SP269	12
RNA5SP481	12
RNA5SP75	12
RNU1-136P	12
RNU1-51P	12
RNU6-1201P	12
RNU6-885P	12
RP11-10F11.2	12
RP11-111G20.3	12
RP11-111J6.4	12
RP11-114F10.3	12
RP11-12D24.6	12
RP11-155G15.3	12
RP11-157E21.3	12
RP11-182B22.7	12
RP11-244B22.10	12
RP11-310J24.3	12
RP11-350E12.6	12
RP11-359H3.1	12
RP11-367J7.4	12
RP11-542A14.1	12
RP11-556G22.2	12
RP11-57G22.3	12
RP11-72M10.8	12
RP11-767C1.2	12
RP5-858B6.4	12
RPS15AP28	12
SRP68P3	12
SULT1C4	12
UBE2V2P1	12
USP17L14P	12
A4GALT	4
AADACL2-AS1	4
AATBC	4
ABCB9	4
5_8S_rRNA	3
5S_rRNA	3
7SK	3
